Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices
Project_11044,Transportation,City_D,64.12,788.66,59.35,4.33,8208.39,Not Applicable,84.69,1052485,29,"['Environmental Organization', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']"
Project_5518,Transportation,City_B,61.02,940.83,52.05,9.65,8500.53,Planned,62.84,5810412,26,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_5461,Transportation,City_C,64.53,594.54,84.08,6.6,8049.06,Not Applicable,3.1,3610537,8,"['Government', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Renewable Energy']"
Project_5191,Transportation,City_E,67.43,559.29,61.66,9.27,7906.49,Implemented,53.07,8023218,6,"['Local Community', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_5071,Transportation,City_C,89.28,988.09,80.53,8.81,8933.35,Implemented,19.41,9399776,12,"['Government', 'Local Community', 'Local Community']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_97931,Transportation,City_C,80.91,675.92,90.3,7.63,8768.06,Not Applicable,80.44,143251,7,"['Private Sector', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_97985,Transportation,City_A,54.97,727.66,51.99,7.81,8311.72,Not Applicable,87.58,2016515,28,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_4733,Transportation,City_D,60.16,920.21,83.16,7.46,8825.88,Not Applicable,26.5,9185646,26,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_4165,Transportation,City_D,96.86,617.4,58.02,4.1,8199.1,Implemented,74.24,8797881,31,"['Government', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_98109,Transportation,City_B,78.16,530.29,40.82,8.71,8217.46,Not Applicable,63.86,1719487,53,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Waste Management']"
Project_3599,Transportation,City_B,75.68,871.47,60.18,6,7832.48,Implemented,44.06,8649382,20,"['Environmental Organization', 'Government', 'Local Community']",High,"['Waste Management', 'Waste Management']"
Project_3549,Transportation,City_B,53.48,980.74,89.48,7,8214.55,Planned,59.73,3202758,30,"['Private Sector', 'Private Sector', 'Environmental Organization']",Low,"['Waste Management', 'Waste Management']"
Project_3548,Transportation,City_B,62.25,934.79,74.2,6.73,8683.15,Implemented,35.75,8074531,49,"['Private Sector', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_3528,Transportation,City_A,95.6,876.51,87.08,4.08,7932.53,Not Applicable,50.95,2693334,7,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_3436,Transportation,City_A,70.64,817.92,42.62,7.99,8036.23,Planned,39.86,2236438,51,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_98663,Transportation,City_D,90.54,880.35,71.57,6.52,8065,Implemented,27.1,8268203,57,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']"
Project_99129,Transportation,City_A,53.58,539.03,80.37,8.88,8392.12,Planned,84.01,6220857,22,"['Local Community', 'Government', 'Local Community']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_2063,Transportation,City_C,68.93,834.57,42.44,5.48,8071.66,Implemented,15.71,3452730,29,"['Local Community', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_99224,Transportation,City_C,99.82,956.65,69.83,8.25,7972.59,Not Applicable,11.96,616488,43,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']"
Project_1499,Transportation,City_D,62.15,913.71,98.57,6.87,8395,Implemented,85.61,3256641,35,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']"
Project_1329,Transportation,City_A,77.22,886.96,83.04,4.67,8406.68,Implemented,61.31,2555138,44,"['Government', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_99475,Transportation,City_C,90.32,861.99,92.13,4.23,8474.09,Not Applicable,92.1,1620070,59,"['Private Sector', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_1157,Transportation,City_B,54.76,542.42,80.38,7.13,8768.98,Implemented,72.62,5581106,28,"['Private Sector', 'Government', 'Private Sector']",High,"['Waste Management', 'Waste Management']"
Project_99692,Transportation,City_D,85.71,913,78.97,9.25,7901.62,Not Applicable,76.72,3712687,28,"['Private Sector', 'Government', 'Government']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_835,Transportation,City_B,87.45,742.87,73.2,7.25,8861.23,Not Applicable,75.12,6088766,42,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_807,Transportation,City_D,72.3,690.75,55.85,5.93,8927.48,Not Applicable,36.5,3921626,52,"['Government', 'Government', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_538,Transportation,City_B,62.87,883.96,81.65,4.75,7963.19,Implemented,89.4,8874605,34,"['Local Community', 'Private Sector', 'Environmental Organization']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_95,Transportation,City_E,57.05,558.94,95.75,8.95,7859.5,Not Applicable,11.34,2736353,37,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_5663,Transportation,City_A,51.81,737.16,92.99,5.06,8871.04,Implemented,63.69,6145152,50,"['Government', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']"
Project_25980,Transportation,City_C,74.03,870.94,45.07,9.94,8596.99,Planned,9.82,661129,46,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_5846,Transportation,City_E,61.36,551.99,94.61,5.73,8130.98,Planned,64.78,5734808,50,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Green Infrastructure']"
Project_6079,Transportation,City_D,74.51,846.75,93.92,9.14,8358.65,Planned,59.34,5528374,19,"['Private Sector', 'Private Sector', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']"
Project_10223,Transportation,City_A,70.53,782.9,67.85,6.82,8824.23,Implemented,14.12,5492637,55,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']"
Project_10136,Transportation,City_E,70.86,848.73,85.52,9.77,8507.13,Implemented,86.15,8303306,56,"['Private Sector', 'Private Sector', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_95179,Transportation,City_E,99.51,601.18,91.08,9.09,8096.48,Planned,80.91,863707,19,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']"
Project_9966,Transportation,City_B,59.77,607.29,54.7,5.42,8549.09,Implemented,91.13,3696216,37,"['Environmental Organization', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_9635,Transportation,City_C,62.5,637.66,53.25,9.87,7897.06,Implemented,74.44,6998179,32,"['Local Community', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_95597,Transportation,City_B,71.48,529.36,73.06,5.65,8520.29,Not Applicable,29.73,7298581,39,"['Government', 'Local Community', 'Government']",High,"['Green Infrastructure', 'Waste Management']"
Project_95600,Transportation,City_E,65.38,695.92,65.33,6.04,8738.97,Not Applicable,77.52,9511056,37,"['Local Community', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']"
Project_9262,Transportation,City_A,63.18,994.95,57.01,5.8,8152.95,Planned,7.49,4243976,12,"['Government', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_9091,Transportation,City_B,55.93,737.47,85.16,7.27,8476.85,Implemented,83.63,3606058,35,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_8778,Transportation,City_E,70.37,655.02,86.02,7.33,8009.72,Planned,74.44,8492940,29,"['Government', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']"
Project_8575,Transportation,City_B,84.32,882.42,62.2,9,8632.05,Planned,19.61,1273576,57,"['Private Sector', 'Local Community', 'Local Community']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_8457,Transportation,City_C,60.42,773.49,58.26,4.79,8875.61,Planned,44.89,480492,55,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_8239,Transportation,City_E,98.24,636.9,44.85,4.28,8779.03,Not Applicable,81.64,8001775,42,"['Private Sector', 'Private Sector', 'Government']",Low,"['Energy Efficiency', 'Waste Management']"
Project_95952,Transportation,City_D,80.38,695.41,41,7.61,8082.7,Implemented,34.32,1590368,35,"['Private Sector', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_8087,Transportation,City_C,90.72,937.32,61.19,8.74,8620.73,Not Applicable,33.47,4145763,57,"['Government', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Green Infrastructure']"
Project_7928,Transportation,City_A,71.7,751.74,70.91,7.06,8140.89,Implemented,52.67,5939221,44,"['Private Sector', 'Local Community', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_7768,Transportation,City_C,67.17,840.78,90.16,8.35,8609.35,Planned,75.88,952906,10,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_96115,Transportation,City_E,80.76,768.81,51.93,8.04,7784.2,Implemented,8.92,8615618,27,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Green Infrastructure', 'Waste Management']"
Project_96711,Transportation,City_D,59.79,522.65,78.95,5.06,8063.96,Implemented,42.48,9520315,38,"['Environmental Organization', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_7558,Transportation,City_E,99.14,747.51,70.89,6.83,8595.53,Implemented,80.77,4607471,35,"['Private Sector', 'Local Community', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_7522,Transportation,City_D,56.18,567.65,53.1,4.47,8679.28,Planned,77.49,348665,28,"['Private Sector', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_7345,Transportation,City_E,54.07,548.12,80.48,4.88,8643.9,Planned,67.48,3442620,16,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_7200,Transportation,City_D,71.11,919.11,53.53,5.34,8176.92,Planned,19.85,8001505,58,"['Private Sector', 'Government', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']"
Project_97052,Transportation,City_A,76.33,504.98,47.39,5.04,8428.96,Implemented,87.72,2670863,35,"['Local Community', 'Government', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_97283,Transportation,City_C,54.48,688.83,95.1,9.23,8265.4,Not Applicable,33.64,3209737,53,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_6728,Transportation,City_C,90.52,601.56,53.95,4.31,7944.67,Planned,90.01,7962533,16,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_6709,Transportation,City_D,52.13,767.42,91.4,4.15,8848.48,Not Applicable,27.69,2538968,54,"['Government', 'Private Sector', 'Private Sector']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_5981,Transportation,City_D,82.37,532.03,93.56,6.83,8694.18,Planned,89.9,9794610,51,"['Environmental Organization', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_85811,Transportation,City_D,74.27,962.38,87.83,4.08,8178.66,Not Applicable,19.4,542452,45,"['Local Community', 'Private Sector', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_82438,Transportation,City_C,75.58,713.07,45.65,5.73,8198.18,Planned,74.17,7582910,50,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']"
Project_85624,Transportation,City_D,76.66,703.63,69.71,9.51,8687.23,Implemented,15.69,1082968,48,"['Private Sector', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_76328,Transportation,City_B,70.08,799.97,76.4,5.38,8521.78,Implemented,57.88,9478584,25,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Waste Management']"
Project_33348,Transportation,City_E,60.52,771.92,53.49,6.61,8283.52,Planned,86.02,589457,57,"['Private Sector', 'Private Sector', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_40804,Transportation,City_A,54.52,962.75,48.59,7.94,7802.3,Planned,72.37,2891729,50,"['Local Community', 'Environmental Organization', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_40863,Transportation,City_E,75.69,802.87,69.83,4.69,8035.04,Planned,14.63,9138229,17,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_32876,Transportation,City_A,81.45,926.96,70.02,5.38,7868.91,Not Applicable,47.08,2269431,31,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']"
Project_40873,Transportation,City_D,60.71,735.45,81.59,9.73,8154.61,Not Applicable,65.44,1601730,34,"['Government', 'Government', 'Private Sector']",Low,"['Waste Management', 'Renewable Energy']"
Project_40948,Transportation,City_E,99.04,638.84,77.3,5.03,7876.36,Implemented,93.78,4969170,13,"['Local Community', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_41277,Transportation,City_B,98.27,719.31,92.81,4.06,8321.96,Implemented,27.03,2093742,51,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_32812,Transportation,City_C,82.71,589.67,69.57,9.03,8178.72,Not Applicable,93.88,4303663,44,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Waste Management', 'Waste Management']"
Project_32545,Transportation,City_B,71.51,532.02,59.91,5.51,8503.99,Not Applicable,14.55,819231,52,"['Government', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_82185,Transportation,City_E,76.54,757.15,84.02,9.27,8183.31,Planned,41.81,1250325,28,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Waste Management', 'Waste Management']"
Project_82290,Transportation,City_D,50.08,763.03,58.66,9.86,8788.62,Implemented,55.58,6075021,27,"['Government', 'Private Sector', 'Government']",High,"['Waste Management', 'Green Infrastructure']"
Project_82397,Transportation,City_B,54.64,986.74,62.89,9.6,8253.83,Planned,38.56,9980939,20,"['Government', 'Local Community', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_32026,Transportation,City_B,66.85,590.32,51.95,7.5,8805.77,Implemented,77.63,704857,16,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']"
Project_32006,Transportation,City_D,65.53,833.97,76.65,4.54,7809.36,Planned,5.42,813036,12,"['Government', 'Environmental Organization', 'Government']",Low,"['Energy Efficiency', 'Waste Management']"
Project_41456,Transportation,City_B,54.16,545.38,93.88,8.59,8433.8,Planned,72.19,345030,45,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_82749,Transportation,City_D,71.67,684.71,65.6,6.58,8183.5,Planned,94.67,2141400,28,"['Government', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_31785,Transportation,City_D,68.25,755.53,67.81,4.14,8101.91,Planned,43.48,9312469,10,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_41497,Transportation,City_A,81.91,974.75,97.89,4.84,8518.94,Planned,37.03,8647369,14,"['Government', 'Government', 'Local Community']",High,"['Green Infrastructure', 'Waste Management']"
Project_81349,Transportation,City_E,85.34,643.6,59.14,5.59,8130.11,Planned,67.24,3040019,15,"['Government', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']"
Project_31431,Transportation,City_D,93.57,804.05,88.05,9.91,8027.11,Not Applicable,57.15,9840525,39,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Waste Management', 'Waste Management']"
Project_81014,Transportation,City_C,99.71,643.28,68.29,9.38,8043.92,Implemented,33.13,124709,41,"['Local Community', 'Government', 'Government']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_33710,Transportation,City_E,67.6,893.63,65.05,9.53,8824.08,Planned,4.49,1351292,18,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_38740,Transportation,City_D,52.94,802.78,50.84,8.23,8132.94,Implemented,64.79,5287296,29,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_38751,Transportation,City_A,50.74,531.45,83.21,9.94,8791.82,Not Applicable,21.67,1463766,30,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_77747,Transportation,City_E,99.85,745.4,41.88,6.01,8597.44,Not Applicable,42.59,1347655,59,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_77848,Transportation,City_B,50.42,742.72,81.17,5.07,7781.39,Not Applicable,61.28,542558,44,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_77955,Transportation,City_C,83.27,772.65,56.53,9.47,8663.51,Not Applicable,89.35,3392911,15,"['Government', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']"
Project_36957,Transportation,City_B,87.94,777.72,88.93,6.07,8394.84,Planned,65.27,2384247,56,"['Private Sector', 'Local Community', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_36488,Transportation,City_C,51.1,530.68,56.61,5.64,7910.93,Implemented,67.55,3274971,45,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_36232,Transportation,City_B,93.18,576.71,63.03,8.79,8885.93,Implemented,45.75,7837549,7,"['Government', 'Environmental Organization', 'Local Community']",High,"['Green Infrastructure', 'Waste Management']"
Project_36145,Transportation,City_E,57.28,629.68,77.31,4.41,8391.81,Planned,6.85,7039115,10,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Renewable Energy']"
Project_78322,Transportation,City_C,61.93,888.53,68.92,4.41,7952.94,Not Applicable,5.08,1079213,33,"['Private Sector', 'Government', 'Government']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_35458,Transportation,City_E,67.51,806.39,93.88,8.01,8208.95,Implemented,66.07,4650718,24,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']"
Project_39676,Transportation,City_B,64.91,558.9,93.87,4.19,8861.79,Implemented,87.28,8072231,39,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']"
Project_35227,Transportation,City_C,78.39,872.25,95.05,6.97,8946.25,Planned,68.61,903606,14,"['Environmental Organization', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_35182,Transportation,City_C,78.77,952.84,66.17,9.04,8260.89,Not Applicable,45.58,6423702,53,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_40044,Transportation,City_E,63.82,872.75,47.17,7.05,8033.91,Not Applicable,32.45,6095408,12,"['Private Sector', 'Local Community', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_34364,Transportation,City_C,56.87,703.81,66.35,6.44,8412.8,Not Applicable,11.81,1570645,57,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_76456,Transportation,City_C,76.88,774.03,70.08,7.27,8551,Implemented,74.83,2982111,12,"['Environmental Organization', 'Government', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']"
Project_76418,Transportation,City_E,52.22,510.47,53.08,5.29,8693.18,Not Applicable,95.7,612498,32,"['Government', 'Local Community', 'Government']",Low,"['Energy Efficiency', 'Waste Management']"
Project_33724,Transportation,City_D,89.98,591.28,86.08,8.78,8354.76,Planned,30.54,111357,14,"['Government', 'Government', 'Local Community']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_33681,Transportation,City_A,90.57,689.13,83.74,8.66,7850.32,Planned,74.34,8150747,18,"['Government', 'Private Sector', 'Government']",Medium,"['Waste Management', 'Renewable Energy']"
Project_75808,Transportation,City_E,84.7,625.76,84.82,4.69,7879.41,Planned,21.09,622035,30,"['Local Community', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_82125,Transportation,City_D,54.93,667.31,91.97,7.76,8762.54,Implemented,38.97,3005115,50,"['Private Sector', 'Local Community', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_38457,Transportation,City_E,80.32,613.2,44.27,8.25,8882.81,Not Applicable,5.35,8787106,36,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']"
Project_29153,Transportation,City_C,62.03,542.92,49.16,9.19,8552.9,Planned,28.86,3081986,29,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']"
Project_28003,Transportation,City_C,56.28,508.8,52.57,7.5,8124.05,Planned,69.02,1519722,15,"['Government', 'Private Sector', 'Private Sector']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_75153,Transportation,City_C,94.93,540.31,42.57,4.68,8303.05,Planned,87.05,4599136,33,"['Private Sector', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Waste Management']"
Project_84873,Transportation,City_A,75.17,809.51,91.17,5.51,7775.88,Planned,47.34,5951047,38,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Waste Management']"
Project_28208,Transportation,City_A,54.4,758.73,83.27,6.53,8849.98,Implemented,81.67,8486323,26,"['Environmental Organization', 'Private Sector', 'Local Community']",Low,"['Renewable Energy', 'Waste Management']"
Project_83534,Transportation,City_D,85.14,723.29,74.12,8.94,7998.35,Not Applicable,72.09,9046113,43,"['Local Community', 'Local Community', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']"
Project_42658,Transportation,City_E,60.64,721.86,50.82,9.36,8585.58,Implemented,53.4,5359517,8,"['Private Sector', 'Local Community', 'Government']",Medium,"['Renewable Energy', 'Waste Management']"
Project_28926,Transportation,City_C,56.44,883.48,48.55,5.57,8717.07,Planned,51.71,9082213,59,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_84380,Transportation,City_C,81.12,982.58,40.04,6.47,8322.47,Planned,52.83,4466609,6,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_75263,Transportation,City_B,88.75,657.52,43.82,4.92,8364.87,Not Applicable,23.28,8582080,56,"['Local Community', 'Local Community', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_75646,Transportation,City_A,93.96,796.97,65.48,7.28,7838.01,Implemented,43.46,2654063,49,"['Private Sector', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Waste Management']"
Project_84010,Transportation,City_E,89.53,930.24,43.25,9.23,7800.87,Implemented,64,7100577,52,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']"
Project_29567,Transportation,City_C,97.37,703.9,96.17,5.29,8010.75,Implemented,59.34,5252602,57,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_42709,Transportation,City_A,73.31,859.91,89.5,4.58,8333.98,Not Applicable,48.3,8625461,48,"['Local Community', 'Government', 'Government']",Low,"['Waste Management', 'Green Infrastructure']"
Project_30325,Transportation,City_D,57.28,880.85,83.86,9.96,8133.73,Implemented,75.84,523234,8,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_42559,Transportation,City_D,88.7,944.93,84.15,5.37,8137.28,Not Applicable,59.1,9930424,45,"['Government', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_27931,Transportation,City_B,67.97,948.98,77.45,6.74,8791.91,Planned,44.57,9708100,24,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_30645,Transportation,City_E,65.5,776.42,50.44,8.63,8722.62,Implemented,20.91,294305,41,"['Local Community', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Renewable Energy']"
Project_26884,Transportation,City_D,84.56,549.17,70.69,9.76,8770.66,Implemented,39.82,5424382,28,"['Government', 'Environmental Organization', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_43001,Transportation,City_E,84.41,608.32,61.51,9.37,8349.82,Planned,19.4,7913822,41,"['Government', 'Government', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']"
Project_42162,Transportation,City_D,87.06,710.25,43.63,5.84,8240.04,Planned,19.78,203024,11,"['Environmental Organization', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_85477,Transportation,City_D,77.86,889.58,80.55,4.96,8705.71,Planned,18.33,7615191,52,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']"
Project_31083,Transportation,City_C,65.55,931.59,88.41,6.56,8108.81,Not Applicable,91.19,6683007,23,"['Private Sector', 'Government', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_75456,Transportation,City_B,55.24,825.91,98.74,5.83,8879.98,Planned,23.69,7203621,13,"['Private Sector', 'Private Sector', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_31039,Transportation,City_C,87.75,980.91,52.13,5.81,8599.28,Planned,84.4,5138690,51,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Waste Management']"
Project_30483,Transportation,City_C,84.74,668.68,66.87,7.74,8520.07,Planned,7.44,9034484,56,"['Government', 'Government', 'Private Sector']",High,"['Waste Management', 'Renewable Energy']"
Project_42459,Transportation,City_D,93.31,607.99,54.11,6.12,8574.24,Implemented,27.13,8765225,13,"['Local Community', 'Government', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']"
Project_42375,Transportation,City_E,78.53,795.69,94.12,4.71,8548.15,Not Applicable,22.35,827823,60,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_42983,Transportation,City_C,81.96,797.93,58.52,4.87,7972.04,Implemented,81.37,719193,33,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_75411,Transportation,City_D,64.4,971.05,90.64,4,8313.04,Implemented,33.75,3736841,21,"['Government', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_27832,Transportation,City_C,94.83,676.71,69.66,6.41,8779.81,Implemented,50.44,2017221,37,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
